PlateNumber,Colour,BuildType,MakeModel,YearOfManufacture,VehicleType,StolenDate,PoliceDistrict
PQK375,Green,Toyota,LANDCRUISER,1994,Stationwagon,12/11/2025,Canterbury
PQL93,Black,Toyota,AQUA,2017,Hatchback,31/10/2025,Counties/Manukau
PQS31,White,Nissan,FUGA,2005,Saloon,24/10/2025,Waitemata
PQS312,Black,BMW,MINI,2010,Hatchback,5/08/2025,Canterbury
PRC633,Red,Subaru,IMPREZA,2002,Stationwagon,18/11/2025,Northland
PRE792,White,Mazda,AXELA,2016,Saloon,25/11/2025,Counties/Manukau
PRE804,Black,BMW,118I,2010,Convertible,27/10/2025,Bay of Plenty
PRG64,White,FOTON,AUMARK,2022,Other Truck,18/11/2025,Counties/Manukau
PRH533,Silver,Toyota,AQUA,2017,Hatchback,5/12/2025,Waitemata
PRH82,Silver,Mazda,DEMIO,2004,Hatchback,15/10/2025,Waitemata
PRJ614,Red,Toyota,AQUA,2012,Hatchback,19/10/2025,Auckland City
PRM501,White,Toyota,HILUX,2014,Utility,29/09/2025,Waitemata
PRR732,Silver,Toyota,HIACE,2015,Light Bus,17/06/2025,Waikato
PSF434,White,Toyota,PRIUS,2013,Hatchback,6/10/2025,Counties/Manukau
PSG976,Black,Audi,A6,2008,Saloon,24/08/2025,Waikato
PSH866,Black,Toyota,PRIUS,2015,Stationwagon,20/07/2025,Counties/Manukau
PSJ17,Yellow,Mazda,ATENZA,2002,Saloon,2/07/2025,Wellington
PSJ307,Red,Nissan,SKYLINE,2010,Saloon,27/08/2025,Bay of Plenty
PSK281,Black,Toyota,COROLLA,2016,Stationwagon,25/09/2025,Canterbury
PSN107,White,Honda,ACCORD,2009,Saloon,23/08/2025,Counties/Manukau
PSR17,White,Toyota,AQUA,2012,Hatchback,20/09/2025,Canterbury
PSS670,Black,Toyota,HILUX,1998,Stationwagon,17/08/2025,Waitemata
PST610,White,Mazda,AXELA,2013,Hatchback,26/09/2025,Bay of Plenty
PSW718,White,Nissan,NV350,2017,Light Van,25/08/2025,Canterbury
PTA321,Orange,Toyota,BB,2004,Stationwagon,15/11/2025,Counties/Manukau
PTC844,Black,Land Rover,RANGE ROVER,2010,Stationwagon,27/08/2025,Wellington
PTC852,Blue,Mazda,PREMACY,2010,Stationwagon,2/07/2025,Counties/Manukau
PTE500,Blue,Toyota,WISH,2010,Stationwagon,15/06/2025,Counties/Manukau
PTJ147,Blue,Toyota,CAMRY,2005,Saloon,31/07/2025,Canterbury
PTM640,Grey,Mazda,BOUNTY,2003,Utility,8/08/2025,Bay of Plenty
PTM855,White,Toyota,LANDCRUISER,1998,Stationwagon,7/06/2025,Auckland City
PTP552,Black,Toyota,AQUA,2015,Hatchback,27/08/2025,Counties/Manukau
PTW711,White,Toyota,MARKX,2009,Saloon,6/09/2025,Waikato
PUG947,Black,Mazda,MPV,2004,Stationwagon,20/06/2025,Central
PUJ887,White,Volkswagen,PASSAT,2017,Saloon,22/06/2025,Auckland City
PUK376,Blue,Mitsubishi,LANCER,2005,Saloon,5/11/2025,Auckland City
PUMAU,Gold,Land Rover,RANGE ROVER,2014,Stationwagon,13/10/2025,Northland
PUP812,Blue,Mazda,BOUNTY,2006,Utility,11/07/2025,Central
PUW914,White,Toyota,COROLLA,2007,Stationwagon,2/07/2025,Waitemata
PW8961,White,Toyota,CORONA SED AUTO,1991,Saloon,3/09/2025,Bay of Plenty
PW8961,White,Toyota,CORONA SED AUTO,1991,Saloon,15/10/2025,Bay of Plenty
PWA972,White,Mazda,BOUNTY,2005,Utility,22/09/2025,Waikato
PWE538,Silver,Toyota,SPACIO,1997,Stationwagon,29/07/2025,Waikato
PWE768,Silver,Toyota,COROLLA,2017,Stationwagon,17/09/2025,Waikato
PWH773,Grey,Toyota,HILUX,2023,Utility,25/07/2025,Auckland City
PWK804,Gold,Toyota,HILUX,1997,Utility,12/09/2025,Waitemata
PWM323,Silver,Nissan,SERENA,2014,Stationwagon,1/07/2025,Waikato
PWN595,Grey,Toyota,AQUA,2016,Hatchback,1/07/2025,Auckland City
PWQ556,Silver,Toyota,AQUA,2012,Hatchback,23/07/2025,Waikato
PWW186,Green,Jeep,WRANGLER,2007,Stationwagon,12/08/2025,Wellington
PWW631,Silver,Audi,A3,2005,Hatchback,14/09/2025,Auckland City
PWZ6,Red,Mercedes-Benz,B180,2013,Hatchback,23/11/2025,Waitemata
PY8981,Green,Ford,COURIER XL WELSDE,1991,Utility,25/11/2025,Central
PYA833,White,Mazda,BOUNTY,2005,Utility,17/06/2025,Wellington
PYE454,White,Mazda,BT-50,2023,Utility,21/10/2025,Counties/Manukau
PYF983,White,Toyota,CORONA,2000,Saloon,24/11/2025,Eastern
PYH648,White,Toyota,HIACE,1995,Light Van,2/11/2025,Canterbury
PYJ338,Silver,Toyota,PROBOX,2018,Stationwagon,11/11/2025,Northland
PYK911,Black,Mazda,CX-5,2016,Stationwagon,6/12/2025,Bay of Plenty
PYN73,Black,Toyota,AQUA,2015,Hatchback,30/10/2025,Counties/Manukau
PYQ331,Black,Holden,CAPTIVA,2012,Stationwagon,8/08/2025,Counties/Manukau
PYR604,Purple,Mazda,DEMIO,2012,Hatchback,26/11/2025,Auckland City
PYR863,Silver,Toyota,WISH,2004,Stationwagon,17/11/2025,Auckland City
PYW322,Black,Toyota,PRIUS,2012,Hatchback,6/07/2025,Counties/Manukau
PYW785,Black,Lexus,IS300H,2014,Saloon,22/11/2025,Counties/Manukau
PYY481,Grey,Volkswagen,BEETLE,2012,Hatchback,13/10/2025,Counties/Manukau
PZA724,White,Toyota,COROLLA,2014,Saloon,16/11/2025,Northland
PZB747,Silver,Toyota,LANDCRUISER,2001,Stationwagon,24/11/2025,Counties/Manukau
PZC823,Blue,Suzuki,SWIFT,2008,Hatchback,26/09/2025,Wellington
PZD152,Black,Toyota,PRIUS,2013,Stationwagon,4/11/2025,Waikato
PZG88,Green,Holden,RODEO 4X4,2003,Utility,2/11/2025,Central
PZL331,Silver,BMW,540I,1998,Saloon,3/10/2025,Waitemata
PZN327,Grey,Mazda,ATENZA,2002,Saloon,12/11/2025,Wellington
PZN356,White,Nissan,VANETTE,2008,Light Van,15/09/2025,Canterbury
PZN645,Black,Mahindra,XUV,2023,Stationwagon,21/11/2025,Counties/Manukau
PZQ70,White,Ford,COURIER,2004,Utility,21/09/2025,Wellington
PZR548,White,Toyota,AQUA,2016,Hatchback,4/12/2025,Waikato
PZT513,Green,Toyota,ALTEZZA,1998,Saloon,24/11/2025,Wellington
PZW670,Grey,Nissan,SAFARI,1990,Stationwagon,10/08/2025,Canterbury
PZY730,Red,Ford,FALCON,2013,Saloon,20/08/2025,Counties/Manukau
PZY854,Grey,Subaru,IMPREZA,2012,Saloon,28/11/2025,Wellington
Q401D,Black,Trailer,DOMESTIC,1975,Trailer,29/06/2025,Bay of Plenty
Q415H,White,Caravan,HERITAGE 600EB,2001,Caravan,14/09/2025,Bay of Plenty
Q451M,Silver,Trailer,PRESCOTT,2010,Trailer,23/06/2025,Waikato
Q502D,Blue,Trailer,HOMEBUILT,2010,Trailer,20/11/2025,Bay of Plenty
Q511Q,Silver,Trailer,DOMESTIC,2010,Trailer,30/07/2025,Bay of Plenty
Q735L,White,Caravan,SWIFT 440 GXL,1994,Caravan,22/07/2025,Counties/Manukau
Q823C,Silver,Trailer,BROOKER 1617MR,2010,Boat Trailer,26/11/2025,Northland
Q933K,Silver,Trailer,PRESCOTT,2010,Trailer,30/11/2025,Counties/Manukau
QAD808,White,Toyota,COROLLA,2017,Stationwagon,20/11/2025,Auckland City
QAE192,White,Toyota,AQUA,2015,Hatchback,16/07/2025,Counties/Manukau
QAE49,White,Toyota,AQUA,2012,Hatchback,28/10/2025,Auckland City
QAF449,White,Ford,RANGER,2015,Utility,29/06/2025,Eastern
QAH380,Blue,Nissan,NOTE,2017,Hatchback,26/07/2025,Counties/Manukau
QAJ894,Silver,Eunos,ROADSTER,1990,Convertible,28/08/2025,Auckland City
QAL727,Black,Toyota,CYNOS,1992,Saloon,4/10/2025,Waikato
QAN582,Silver,Subaru,IMPREZA,1993,Saloon,31/07/2025,Waitemata
QAT724,Grey,Toyota,RAV4,2023,Stationwagon,14/11/2025,Waitemata
QAU657,Black,Suzuki,SWIFT,2007,Hatchback,3/12/2025,Waitemata
QBD341,Silver,Mitsubishi,OUTLANDER,2010,Stationwagon,29/11/2025,Wellington
QBD999,Black,BMW,MINI,2016,Hatchback,16/07/2025,Canterbury
QBK717,Blue,Mercedes-Benz,GLE,2022,Stationwagon,29/11/2025,Counties/Manukau
QBS829,White,Nissan,LAFESTA,2012,Stationwagon,30/07/2025,Counties/Manukau
QBY36,Silver,Toyota,AQUA,2018,Hatchback,13/08/2025,Counties/Manukau
QCA622,Blue,Mazda,DEMIO,2008,Hatchback,6/12/2025,Waitemata
QCG657,White,Nissan,TIIDA,2006,Saloon,10/06/2025,Waikato
QCK800,Green,Nissan,SILVIA,1995,Saloon,22/09/2025,Southern
QCM887,White,Nissan,ELGRAND,2005,Stationwagon,24/07/2025,Counties/Manukau
QCN342,Silver,Ford,RANGER,2012,Utility,26/07/2025,Waikato
QCQ144,Silver,Nissan,SKYLINE,1996,Saloon,28/09/2025,Waikato
QCQ226,Red,Dodge,AVENGER,2009,Hatchback,24/08/2025,Counties/Manukau
QCR96,White,Nissan,CIVILIAN,2012,Other Truck,27/10/2025,Waikato
QCU2,Black,Nissan,LAFESTA,2013,Stationwagon,13/06/2025,Counties/Manukau
QCZ287,Blue,Ford,FOCUS,2012,Hatchback,8/09/2025,Eastern
QDC832,Silver,Subaru,IMPREZA,2007,Hatchback,21/10/2025,Central
QDE201,Grey,Mercedes-Benz,C-CLASS,2021,Saloon,9/06/2025,Canterbury
QDE714,White,Audi,S3,2016,Saloon,3/11/2025,Not Specified (District)
QDG244,White,Nissan,LEAF,2017,Hatchback,28/09/2025,Canterbury
QDH558,Silver,BMW,X3,2012,Stationwagon,7/06/2025,Canterbury
QDR236,Black,Toyota,PRIUS,2013,Stationwagon,10/06/2025,Counties/Manukau
QDR615,Black,Subaru,TRIBECA,2008,Stationwagon,24/11/2025,Southern
QDR727,Red,Toyota,HILUX,2023,Utility,25/09/2025,Waikato
QDU975,Grey,Subaru,LEGACY,2010,Saloon,18/08/2025,Counties/Manukau
QDW593,Silver,Nissan,SERENA,2016,Stationwagon,3/12/2025,Counties/Manukau
QED266,White,Toyota,COROLLA,2017,Saloon,2/12/2025,Canterbury
QEE37,Grey,Mazda,AXELA,2013,Saloon,25/07/2025,Auckland City
QEG165,Silver,Toyota,AQUA,2018,Hatchback,8/09/2025,Counties/Manukau
QEG274,White,Toyota,SPADE,2013,Stationwagon,4/11/2025,Bay of Plenty
QEG291,White,Toyota,AQUA,2018,Hatchback,29/11/2025,Waikato
QEH829,White,Toyota,PRIUS,2014,Hatchback,27/07/2025,Counties/Manukau
QEH847,Silver,Toyota,AQUA,2012,Hatchback,11/07/2025,Waikato
QEL608,Black,BMW,325I,2010,Convertible,22/06/2025,Wellington
QEM553,White,Toyota,AQUA,2013,Hatchback,26/10/2025,Counties/Manukau
QET842,Blue,Nissan,CEFIRO,1989,Saloon,27/09/2025,Canterbury
QEW225,Gold,Nissan,SAFARI,1994,Stationwagon,25/08/2025,Waitemata
QFB556,White,Ford,RANGER,2018,Utility,4/10/2025,Canterbury
QFE657,Black,Mitsubishi,OUTLANDER,2015,Stationwagon,9/09/2025,Counties/Manukau
QFN489,Red,Holden,COLORADO,2016,Utility,6/10/2025,Northland
QFN91,White,Toyota,AQUA,2014,Hatchback,4/12/2025,Canterbury
QFR245,Grey,Toyota,VITZ,2007,Hatchback,24/11/2025,Waikato
QFT386,White,Toyota,HIACE,2013,Light Van,23/10/2025,Auckland City
QFW271,Black,Toyota,BLADE,2007,Hatchback,3/07/2025,Auckland City
QFW277,White,Toyota,COROLLA,2017,Stationwagon,5/12/2025,Auckland City
QFW363,Silver,Toyota,AQUA,2012,Hatchback,21/06/2025,Eastern
QFZ51,Black,Toyota,MARKX,2006,Saloon,6/08/2025,Waikato
QGA907,Grey,Toyota,AQUA,2012,Hatchback,20/11/2025,Canterbury
QGB983,Silver,Toyota,LANDCRUISER,2010,Stationwagon,3/07/2025,Waitemata
QGK6,White,Toyota,AQUA,2013,Hatchback,10/11/2025,Canterbury
QGN688,Silver,Mazda,BOUNTY,2004,Utility,5/12/2025,Northland
QHB928,White,Toyota,HIACE,2008,Light Van,7/06/2025,Counties/Manukau
QHB982,White,Ford,COURIER,2004,Utility,7/06/2025,Northland
QHD365,Blue,Chrysler,GRAND VOYAGER,2009,Stationwagon,2/12/2025,Waitemata
QHE17,White,Toyota,HIACE,1992,Light Van,12/07/2025,Canterbury
QHE226,White,Ford,COURIER,2007,Utility,27/07/2025,Waikato
QHE44,White,Toyota,VITZ,2018,Hatchback,14/11/2025,Southern
QHL262,Silver,Mercedes-Benz,ML,2003,Stationwagon,16/11/2025,Waikato
QHN990,Blue,BMW,323I,1998,Saloon,25/07/2025,Counties/Manukau
QHR844,Silver,Nissan,TIIDA,2005,Hatchback,13/10/2025,Counties/Manukau
QHS89,Blue,Nissan,NAVARA,1998,Utility,7/08/2025,Central
QJD325,Silver,Audi,A3,1997,Hatchback,5/12/2025,Wellington
QJM87,Red,Mazda,EUNOS,1990,Sports Car,7/11/2025,Wellington
QJN65,Black,Holden,COLORADO 7,2015,Stationwagon,27/11/2025,Northland
QJP463,Black,GWM,HAVAL H6,2023,Stationwagon,10/08/2025,Counties/Manukau
QJP788,Black,Ford,RANGER,2011,Utility,16/07/2025,Eastern
QJQ572,Red,Jeep,WRANGLER,2009,Convertible,18/06/2025,Canterbury
QJT345,Red,Dodge,RAM,1998,Utility,4/11/2025,Wellington
QKA995,Black,BMW,320I,2014,Saloon,23/09/2025,Counties/Manukau
QKE428,Silver,Ford,LASER,2002,Hatchback,19/07/2025,Wellington
QKG676,White,Toyota,HIACE,2023,Light Van,12/09/2025,Counties/Manukau
QKJ612,Grey,Ford,RANGER,2024,Utility,10/10/2025,Counties/Manukau
QKP170,Silver,Ford,COURIER,2004,Utility,24/11/2025,Wellington
QKQ297,Black,Lexus,GS460,2008,Saloon,10/06/2025,Canterbury
QKR179,Black,Nissan,NOTE,2005,Stationwagon,5/12/2025,Central
QKS836,Purple,Toyota,WISH,2013,Stationwagon,13/09/2025,Auckland City
QLA520,White,Lexus,RX450H,2014,Stationwagon,26/11/2025,Counties/Manukau
QLG250,Blue,BMW,120I,2004,Hatchback,27/11/2025,Canterbury
QLG923,Grey,Ford,FAIRMONT GHIA 5.0,1994,Saloon,31/08/2025,Wellington
QLP7,Black,Land Rover,DISCOVERY,2018,Stationwagon,13/06/2025,Waikato
QLU325,Grey,Toyota,HILUX,2009,Utility,20/10/2025,Wellington
QLW117,Black,Audi,A4,2013,Saloon,15/06/2025,Counties/Manukau
QLW502,Green,Toyota,LANDCRUISER,1995,Stationwagon,4/09/2025,Canterbury
QLW664,Black,Toyota,WISH,2004,Stationwagon,24/11/2025,Auckland City
QMC224,White,Toyota,HILUX,2010,Utility,17/10/2025,Wellington
QMC358,Grey,Subaru,IMPREZA,2008,Hatchback,17/08/2025,Wellington
QMC778,White,BMW,116I,2010,Hatchback,11/08/2025,Counties/Manukau
QMF17,Silver,Holden,COMMODORE,2007,Saloon,13/10/2025,Counties/Manukau
QMF950,White,Fuso,CANTER 616-CITY-TIP,2021,Other Truck,15/09/2025,Waikato
QMJ852,Gold,Hyundai,MATRIX,2002,Stationwagon,10/06/2025,Bay of Plenty
QML6,White,Audi,A4,2012,Saloon,7/11/2025,Waitemata
QMM455,White,Nissan,LAFESTA,2013,Stationwagon,5/12/2025,Central
QMU862,Blue,Ford,FALCON,2007,Saloon,9/06/2025,Central
QMY280,Orange,Toyota,AQUA,2014,Hatchback,3/12/2025,Waitemata
QMY458,White,Toyota,COROLLA,2014,Stationwagon,20/11/2025,Waitemata
QND473,Black,Audi,A4,2011,Saloon,1/08/2025,Auckland City
QNG222,Red,Mazda,BOUNTY,2001,Utility,26/08/2025,Bay of Plenty
QNL173,Black,Mitsubishi,TRITON,2004,Utility,6/08/2025,Bay of Plenty
QNL268,Blue,BMW,320I,2010,Stationwagon,13/08/2025,Counties/Manukau
QNL355,Silver,Toyota,HILUX,2008,Utility,14/09/2025,Bay of Plenty
QNN208,Silver,Toyota,AQUA,2013,Hatchback,6/12/2025,Eastern
QNR322,White,Ford,MUSTANG,2019,Sports Car,29/10/2025,Auckland City
QNS183,Blue,Subaru,IMPREZA,2001,Saloon,3/12/2025,Waitemata
QNS242,Red,Mitsubishi,TRITON,2008,Utility,29/09/2025,Eastern
QNU217,Silver,Nissan,NOTE,2019,Hatchback,20/07/2025,Counties/Manukau
QNU762,Silver,Toyota,AQUA,2016,Hatchback,27/11/2025,Waikato
QNW129,Gold,Holden,VU UTILITY,2002,Utility,25/09/2025,Wellington
QPA483,White,Ford,COURIER,2005,Utility,4/10/2025,Waitemata
QPE749,White,Nissan,WINGROAD,2015,Stationwagon,4/08/2025,Auckland City
QPF359,Black,Honda,FIT,2010,Hatchback,2/10/2025,Waitemata
QPJ576,Black,Honda,FIT,2011,Hatchback,1/12/2025,Waikato
QPR858,Grey,Toyota,LANDCRUISER,1992,Stationwagon,25/07/2025,Canterbury
QPS867,Blue,Mazda,ATENZA,2013,Saloon,10/11/2025,Waitemata
QPT195,Silver,Nissan,SKYLINE,2010,Saloon,9/11/2025,Canterbury
QPZ1,Black,Toyota,HILUX,2015,Utility,15/11/2025,Bay of Plenty
QPZ542,Gold,Holden,COLORADO,2011,Utility,24/09/2025,Wellington
QQA58,Black,Toyota,AQUA,2012,Hatchback,18/11/2025,Counties/Manukau
QQB989,Blue,Toyota,COROLLA,2013,Stationwagon,13/11/2025,Wellington
QQC473,Red,Nissan,BLUEBIRD,2002,Saloon,29/08/2025,Counties/Manukau
QQE305,Silver,Suzuki,KIZASHI,2011,Saloon,22/06/2025,Northland
QQL213,Black,Mitsubishi,380,2006,Saloon,7/11/2025,Wellington
QQN391,White,Toyota,PRIUS,2013,Hatchback,20/10/2025,Auckland City
QQP588,Grey,Toyota,HIACE,2008,Light Van,29/11/2025,Counties/Manukau
QQP814,Silver,Nissan,TIIDA,2011,Saloon,9/11/2025,Counties/Manukau
QQP905,Blue,Ford,FALCON,2006,Saloon,1/12/2025,Waikato
QQS380,White,Lexus,IS350,2007,Stationwagon,20/07/2025,Waikato
QQS467,Black,Mazda,MAZDA6,2010,Stationwagon,4/09/2025,Wellington
QRB891,Black,Nissan,SAFARI,1988,Stationwagon,21/08/2025,Waitemata
QRC211,Black,Toyota,LANDCRUISER,1996,Stationwagon,15/11/2025,Canterbury
QRC980,White,Mazda,CAPELLA,2000,Saloon,29/11/2025,Bay of Plenty
QRD751,Black,Mercedes-Benz,C200,2015,Saloon,14/10/2025,Counties/Manukau
QRG705,Silver,Toyota,YARIS,2018,Hatchback,28/10/2025,Auckland City
QRH941,White,Mazda,BOUNTY,2005,Utility,2/08/2025,Waikato
QRN413,Gold,Honda,CRV,2002,Light Van,18/09/2025,Waitemata
QRS214,Silver,Toyota,AQUA,2012,Hatchback,12/07/2025,Waikato
QSA694,Silver,BMW,730D,2011,Saloon,20/09/2025,Waitemata
QSA715,Black,Audi,S3,2014,Saloon,8/11/2025,Waitemata
QSB197,Blue,Holden,COMMODORE,2004,Saloon,27/06/2025,Waikato
QSB729,White,Nissan,VANETTE,2012,Light Van,27/11/2025,Wellington
QSG562,White,Nissan,VANETTE,2006,Light Van,12/08/2025,Waitemata
QSK901,Silver,Mazda,DEMIO,2019,Hatchback,14/11/2025,Canterbury
QSL984,Silver,Mitsubishi,PAJERO,1999,Stationwagon,28/10/2025,Wellington
QSN551,Silver,Toyota,HIACE,2017,Light Bus,22/06/2025,Waitemata
QSP916,Blue,Subaru,LEVORG,2017,Stationwagon,3/12/2025,Canterbury
QSQ908,Silver,Mazda,BOUNTY,2001,Utility,22/11/2025,Northland
QSR266,Brown,Toyota,HIACE,1992,Stationwagon,2/07/2025,Canterbury
QSR528,White,Subaru,IMPREZA,2015,Stationwagon,21/07/2025,Northland
QSW991,White,Volkswagen,TIGUAN,2013,Hatchback,31/10/2025,Canterbury
QSZ727,Silver,Toyota,AQUA,2015,Hatchback,30/08/2025,Auckland City
QTB784,Green,Mini,COOPER,2004,Saloon,6/09/2025,Bay of Plenty
QTE651,Silver,Mazda,ATENZA,2002,Saloon,8/06/2025,Counties/Manukau
QTE654,Silver,Toyota,COROLLA,2014,Stationwagon,4/12/2025,Auckland City
QTG181,Grey,Mazda,ATENZA,2013,Stationwagon,13/08/2025,Northland
QTG244,Silver,Ford,RANGER,2018,Utility,15/06/2025,Waitemata
QTG452,Silver,Ford,RANGER,2011,Utility,10/08/2025,Central
QTH219,Grey,Mazda,PREMACY,2006,Stationwagon,1/08/2025,Counties/Manukau
QTK29,White,Holden,WL,2006,Saloon,19/10/2025,Northland
QTM338,Red,Mazda,ATENZA,2013,Stationwagon,12/07/2025,Waikato
QTQ588,Grey,Toyota,COROLLA,2015,Stationwagon,7/09/2025,Waikato
QTR569,White,Toyota,PRIUS,2012,Hatchback,6/09/2025,Counties/Manukau
QTS199,White,Toyota,WISH,2006,Stationwagon,19/10/2025,Counties/Manukau
QUA730,Black,Toyota,ALTEZZA,2000,Saloon,11/06/2025,Canterbury
QUB479,White,Holden,CRUZE,2013,Saloon,25/11/2025,Auckland City
QUC706,Blue,Mercedes-Benz,CLK 350,2006,Sports Car,1/11/2025,Counties/Manukau
QUF922,White,Mitsubishio Fuso,CANTER,2006,Mobile Home - Light,13/11/2025,Waikato
QUG667,Silver,Toyota,SAI,2013,Saloon,23/07/2025,Waikato
QUH709,White,Landrover,DISCOVERY,2010,Stationwagon,19/07/2025,Waitemata
QUJ254,White,Subaru,LEGACY,2009,Saloon,4/10/2025,Waitemata
QUL239,Grey,Toyota,AQUA,2017,Hatchback,20/07/2025,Counties/Manukau
QUN774,White,Ford,RANGER,2024,Utility,24/06/2025,Counties/Manukau
QUQ2,Red,Holden,COMMODORE,2005,Saloon,13/07/2025,Waikato
QUT146,Blue,BMW,X5,2013,Stationwagon,29/09/2025,Counties/Manukau
QUT180,White,Nissan,SKYLINE,1996,Sports Car,29/10/2025,Auckland City
QWE804,Silver,Mazda,AXELA,2004,Hatchback,1/11/2025,Eastern
QWF869,White,Nissan,TIIDA,2011,Saloon,29/09/2025,Waitemata
QWH248,Cream,Mazda,MAZDA6,2004,Hatchback,1/11/2025,Bay of Plenty
QWK962,White,Maserati,LEVANTE,2017,Stationwagon,18/11/2025,Counties/Manukau
QWM645,Blue,Toyota,COROLLA,2015,Stationwagon,28/11/2025,Canterbury
QWN208,White,Mercedes-Benz,S63,2016,Saloon,27/11/2025,Auckland City
QWN475,Blue,Toyota,COROLLA,2006,Hatchback,11/11/2025,Canterbury
QWN482,White,Toyota,HIACE,2010,Light Van,15/07/2025,Wellington
QWP852,Green,Toyota,LANDCRUISER,1996,Stationwagon,26/07/2025,Canterbury
QWS372,Black,Nissan,SAFARI,1992,Stationwagon,2/09/2025,Counties/Manukau
QWU221,Blue,Toyota,AQUA,2012,Hatchback,2/07/2025,Counties/Manukau
QYC699,Silver,Toyota,SIENTA,2004,Stationwagon,19/09/2025,Waitemata
QYF2,White,Nissan,NAVARA,2011,Utility,5/12/2025,Waikato
QYK99,Silver,Nissan,NOTE,2015,Hatchback,25/11/2025,Waikato
QYN726,Black,Audi,A5,2008,Sports Car,9/07/2025,Eastern
QYP377,Grey,Mitsubishi,OUTLANDER,2009,Stationwagon,9/08/2025,Eastern
QYS562,Blue,Subaru,IMPREZA,2004,Hatchback,7/11/2025,Northland
QYZ668,Grey,Kia,SPORTAGE,2024,Stationwagon,5/12/2025,Waitemata
QYZ858,White,Holden,CAPRICE,2011,Saloon,19/09/2025,Eastern
QZE733,White,Audi,A4,2014,Stationwagon,11/10/2025,Canterbury
QZF466,Black,Mazda,ATENZA,2011,Stationwagon,11/06/2025,Central
QZG111,Black,Mazda,AXELA,2005,Hatchback,14/10/2025,Counties/Manukau
QZM347,Grey,Ford,RANGER,2017,Utility,25/09/2025,Central
QZN691,Blue,Ford,COURIER,2002,Utility,21/10/2025,Waikato
QZQ136,Red,Toyota,LANDCRUISER,1994,Stationwagon,24/11/2025,Northland
QZR361,White,Toyota,HILUX,2013,Utility,17/07/2025,Bay of Plenty
QZS307,Gold,Nissan,TERRANO,1992,Stationwagon,10/06/2025,Canterbury
QZT490,Silver,Toyota,AQUA,2019,Hatchback,8/11/2025,Counties/Manukau
QZW348,Black,Land Rover,RANGE ROVER SPORT,2019,Stationwagon,27/06/2025,Bay of Plenty
R207D,Grey,Trailer,PWC,2010,Boat Trailer,13/06/2025,Waikato
R3041,Grey,Trailer,LOCAL,1982,Trailer,17/10/2025,Northland
R504Y,Silver,Trailer,HOMEBUILT,1980,Boat Trailer,21/11/2025,Waikato
R600U,Silver,Trailer,KEA KC126,2011,Trailer,13/10/2025,Bay of Plenty
R699A,Silver,Trailer,DOMESTIC,2010,Trailer,3/12/2025,Waitemata
RA9296,White,Ford,FESTIVA XL MANUAL,1990,Hatchback,17/09/2025,Canterbury
RAA772,Grey,Nissan,SAFARI GRANROAD,1989,Stationwagon,29/07/2025,Auckland City
RAA797,Black,Toyota,HILUX 4WD 2.8,1993,Utility,22/06/2025,Central
RAD430,Green,Honda,VEZEL,2015,Stationwagon,20/10/2025,Waitemata
RAE996,White,Mazda,DEMIO,2003,Stationwagon,2/08/2025,Wellington
RAJ134,Grey,Toyota,YARIS,2011,Hatchback,6/10/2025,Wellington
RAM261,Black,Subaru,IMPREZA,2017,Hatchback,2/12/2025,Counties/Manukau
RAQ897,Silver,Subaru,IMPREZA,2014,Hatchback,9/07/2025,Waikato
RAR69,Silver,Toyota,AQUA,2015,Hatchback,4/12/2025,Waitemata
RATHEE,White,Toyota,AQUA,2013,Hatchback,17/07/2025,Counties/Manukau
RAZ33,Grey,Holden,COLORADO 7,2014,Stationwagon,10/08/2025,Northland
RAZ810,Green,Ford,FALCON,2010,Saloon,21/07/2025,Central
RAZ828,Black,Hyundai,TUCSON,2015,Stationwagon,8/08/2025,Waikato
RBB424,White,Ford,RANGER,2014,Utility,24/11/2025,Canterbury
RBB448,White,Subaru,IMPREZA,2006,Saloon,20/11/2025,Counties/Manukau
RBB736,Blue,Toyota,DYNA,1995,Flat Deck Truck,24/07/2025,Auckland City
RBC937,White,Mazda,DEMIO,2004,Hatchback,5/08/2025,Central
RBD917,Blue,Toyota,HILUX,1995,Stationwagon,7/07/2025,Bay of Plenty
RBH181,Silver,Toyota,HILUX,2008,Utility,23/11/2025,Canterbury
RBH198,Grey,Nissan,SKYLINE,1990,Saloon,16/08/2025,Canterbury
RBH466,White,Holden,COMMODORE,2014,Saloon,28/08/2025,Central
RBL266,White,Toyota,LANDCRUISER,1993,Stationwagon,15/09/2025,Auckland City
RBM19,White,Mazda,BOUNTY,2006,Utility,20/08/2025,Counties/Manukau
RBP167,White,Mitsubishio Fuso,SHOGUN,2005,Articulated Truck,29/06/2025,Counties/Manukau
RBP440,Purple,Mitsubishi,MIRAGE,2016,Hatchback,26/09/2025,Auckland City
RBP595,Black,Jaguar,XJ,2013,Saloon,3/07/2025,Waitemata
RBT635,White,Toyota,AQUA,2012,Hatchback,5/12/2025,Wellington
RBU632,Grey,Toyota,COROLLA,2009,Hatchback,18/11/2025,Central
RBW221,Silver,Toyota,AQUA,2015,Hatchback,4/08/2025,Waikato
RBW238,Red,Toyota,COROLLA,2008,Stationwagon,20/10/2025,Waikato
RBY798,Red,Nissan,LAFESTA,2013,Stationwagon,4/12/2025,Counties/Manukau
RBZ21,White,Toyota,HILUX,2018,Utility,6/10/2025,Counties/Manukau
